Title,Released Year,Rating,Genres,Length,Certification,Directors,Writers,Stars
Alice Diz:,2012,,Sci-Fi,1h 16m,,Beto Rôa,,"Daniel Colin,Daniel Confortin,Daniela Aquino"
Where the Journey Ends,2015,5.0,"Action,Horror,Sci-Fi",1h 42m,,"Velton Lishke,Aidan Rawnsley,Ryan Firth",,"Aidan Rawnsley,Andriy Demtschuk,Ryan Firth"
Project: Scorpion,2020,,Sci-Fi,"Project: Scorpion: Directed by Jesper Pingo Lindström. With Alex Bishop, David Bowles.",,Jesper Pingo Lindström,,"David Bowles,Alex Bishop"
He Comes from Planet K,1997,5.0,"Comedy,Sci-Fi",1h 35m,,Joe Ma,,"Tat-Ming Cheung,Eric Kot,Anita Yuen"
Death Letter Blues,2023,,"Crime,Mystery,Sci-Fi",1h 20m,,"Strack Azar,Michael Stevantoni","Strack Azar,Michael Stevantoni","Ramsay Midwood,Sherman Augustus,Karole Foreman"
Tetsujin 28-gô: Hakuchû no zangetsu,2007,6.8,"Animation,Adventure,Sci-Fi",1h 35m,,Yasuhiro Imagawa,"Yasuhiro Imagawa,Mitsuteru Yokoyama","Minoru Inaba,Takkô Ishimori,Motoko Kumai"
The Lift,2009,5.6,"Horror,Sci-Fi",1h 29m,,Brady Starr,,"Dylan Lee Brady,Megan Brown,Anthony Cook"
Zéro un,2003,5.7,"Animation,Comedy,Drama",1h 25m,,"Leanna Creel,Jeanne Biras,Christophe Campos","Thierry Ardiller,Tristan Aurouet,Jeanne Biras","Delphine Delambre,Caroline Beaune,Jason 'Wee Man' Acuña"
Terrestrials,2010,6.7,"Documentary,History,Sci-Fi",1h 23m,,Rene Daalder,"Megan Daalder,Kurt Frey,Rene Daalder","Patrick Mapel,Jon Giusti,Ryan Huber"
Vision X,2023,,"Sci-Fi,Thriller","Vision X: Directed by Jimmy Tetrov. With Aleida Torrent Casellas, Jimmy Tetrov, James Giblin, Benoît Gourley. Biological internet and mobile static virus for a newly governed globalization.",,Jimmy Tetrov,,"James Giblin,Jimmy Tetrov,Aleida Torrent Casellas"
Nukenin,2009,5.8,"Action,Adventure,Sci-Fi","Nukenin: Directed by Seiji Chiba. With Mika Hijii, Masayuki Izumi, Kentarô Shimazu. Period-set martial arts adventure ROGUE NINJA delivers bone crunching thrills aplenty with a classic tale of comradeship, loyalty and betrayal. The time is the 16th Century and the whole of Japan is wracked by civil war. The Iga ninja, fated to be demolished by Nobunaga Oda, the greatest warlord of the time, have put their people under severe and harsh restrictions, with the upper echelons of the ninja brotherhood ruling their charges with an iron fist. Even the slightest and most minor of infractions can result in a death sentence for members of the lesser ninja, even those few women who number amongst their ranks. One such female ninja is Ukagami (Hijii), a stunning yet formidable warrior, who is sentenced to death by her evil ninja peers when she disobeys her elders and leaves the secret order to track down a kidnapped childhood friend. While on the run, she forges a savage and crimson path of bloodshed that will ultimately lead either to salvation or damnation. Amidst scenes of dazzling, limb-severing swordplay and brilliantly choreographed martial arts combat sequences, Mika Hijii shines as the brave heroine whose courage to rise up against her male superiors takes her on an adventurous journey towards independence and glory.",,Seiji Chiba,,"Kentarô Shimazu,Mika Hijii,Masayuki Izumi"
Ragnarok,1983,3.6,"Animation,Action,Adventure",1h 20m,,,,"Norma Ronald,David Tate,Jon Glover"
Natzee Zombie Carnage,2020,4.6,"Action,Adventure,Horror",2h 55m,,"Nicholas B. Weed,Max Bialystock",,"Alejandro Campos,Thomas Antuna,Stuart Belli"
Half Dead,2013,5.8,"Action,Horror,Sci-Fi",1h 30m,,Matthew A. Peters,"Mark Joseph Peek,Matthew A. Peters","Mark Joseph Peek,Rebecca C. Kasek,Nathan Faudree"
"Já, spravedlnost",1968,6.3,"Drama,Sci-Fi,Thriller",1h 28m,,Zbynek Brynych,"Miroslav Hanus,Milos Macourek,Zbynek Brynych","Angelica Domröse,Jirí Vrstála,Karel Höger"
Goofus & Doofus 2,2023,,"Animation,Action,Adventure","Goofus & Doofus 2: Directed by Vishal Hari. With Alan, Cooper Collins, Keegan Collins, Melody Collins. Goofus and Doofus get involved in another adventure where they fight their doppelgangers that want to enslave the world to a magical artifact called the Mirrors of Stones.",,Vishal Hari,,"Cooper Collins,Alan,Keegan Collins"
Infinitium,2017,8.4,"Action,Sci-Fi",1h 52m,,Rui Constantino,,"Paulo Constantino,Robinson Cohen,Rui Constantino"
Element 1,2013,,"Drama,Romance,Sci-Fi",52m,,Damian Horatiu,,"Gabriela Chirila,Popan Giorgiana-Elena,Madalina Ciotea"
Echos of Enlightenment,2001,6.3,"Drama,Mystery,Sci-Fi",1h 26m , Not Rated,Dan Coplan,,"Jesse D. Goins,Christine Harte,Shannah Laumeister Stern"
Absolute Justice,2014,5.9,"Drama,Sci-Fi",1h 24m , R,Hüseyin Eleman,,"Baris Akin,Bihter Dinçel,Ozan Akbaba"
Fixion,2022,8.9,Sci-Fi,55m,,Juan Marciano Ferrero,"Juan Marciano Ferrero,Eugenia Zicavo,Camila Viale","Mumo Oviedo,Francisco Mangiaterra,Eugenia Zicavo"
Redshift,2013,6.9,"Drama,Sci-Fi,Thriller",1h 56m,,Roch-Denis Gagnon,,"Adrian Bobb,Simon Blue,Rob Brown"
Broken Girls Police,2023,,"Fantasy,Sci-Fi","Broken Girls Police: With Danielle Jadelyn, Maayan Malka, Hana Laslo, Golan Gross.",,,,"Maayan Malka,Danielle Jadelyn,Hana Laslo"
Un Martien à Paris,1961,5.1,"Comedy,Sci-Fi",1h 27m,,Jean-Daniel Daninos,"Jacques Vilfrid,Jean-Daniel Daninos","Nicole Mirel,Henri Vilbert,Darry Cowl"
Aquarion Movie: Ippatsu Gyakuten-hen,2007,6.0,"Animation,Action,Drama",1h 56m,,Shôji Kawamori,"Shôji Kawamori,Hiroshi Ônogi","Sanae Kobayashi,Yumi Kakazu,Takuma Terashima"
"Wake Up, Wendy!",2022,,"Comedy,Romance,Sci-Fi",1h 19m,,Jonathan Christian,,"Payton Russell,Kennedy Brown,Angelica Surita"
The Case of the Vanishing Gods,2021,3.5,"Documentary,History,Horror",1h 11m,,Ross Lipman,,"Karl Herlinger,Jeff Dorchen,David Isaacson"
Cultivision (Collapsing Stars),2002,7.5,"Sci-Fi,Comedy,Fantasy",1h 28m,,Neill Calabro,,"Danny Vinson,Monica Ambrose,Scott Brantley"
Sensei Tumbleweed,2016,,"Comedy,Sci-Fi",1h 4m,,Joe Haugh,,"Steven Lawrence,Joe Haugh,Olivia E. Helmig"
The Spicening,2023,,"Horror,Sci-Fi,Thriller",1h 7m , Not Rated,"Sean Delach Jr.,Louis Zygmuncik IV","Manny Basnet,Sean Delach Jr.,Daniel Gray","Louis Zygmuncik IV,Tommy Moreno,Elly Kobert"
The Utilizer,1996,5.8,Sci-Fi,"The Utilizer: Directed by Craig Barron. With Jamie Bozian, Sharon Omi, William Sanderson. The Utilizer--a machine that grants wishes, travels from the future to land in Collins' seedy apartment. His lucky break fulfills his greed-fueled vision of grandiose wealth and power. But someone is after the Utilizer, and for a very good reason.",,Craig Barron,"Craig Barron,Robert Sheckley","William Sanderson,Sharon Omi,Jamie Bozian"
Recoil,2001,4.1,"Horror,Sci-Fi,Thriller",1h 15m,,Wendell Hubbard,,"Theodore Borders,Wes Hubbard,Lynndi Scott"
0010: The Sharks Make Contact - Part 2,2019,6.2,"Animation,Comedy,Sci-Fi",1h 55m,,Iki Ènèng,,"Emily Driscoll,Lily Thomas,Iki Ènèng"
Alien Inhabitant,2011,6.6,"Crime,Drama,Fantasy",1h 30m , Not Rated,James Howarth,"Jennifer Zhang,James Howarth","Jean Louise O'Sullivan,Eva Swan,James Howarth"
Czule miejsca,1981,6.6,Sci-Fi,1h 29m,,Piotr Andrejew,"Andrzej Pastuszek,Piotr Andrejew","Marek Barbasiewicz,Wlodzimierz Borunski,Mariusz Dmochowski"
Spem in Alium,2022,,"Fantasy,Mystery,Sci-Fi",1h 32m,,Matt Orefice,,"Travis Doane,Briana Bui,Meredith Binder"
"Yes, I Do!",2020,4.0,"Comedy,Drama,Romance",1h 51m,,"Jae-young Kwak,Wei Wang",,"Zhilei Xin,Junze Chen,Bei'er Bao"
Monster,2020,3.5,"Adventure,Sci-Fi,Thriller",1h 10m,,Clay Moffatt,,"Mackenzie Clark,Matt Conklin,Wesley Courtnay"
Rajju,2029,,"Adventure,Fantasy,Sci-Fi",1h 55m,,,,
Space Cadet,2016,,Sci-Fi,"Space Cadet: Directed by Cristian Ramos. With Robert Michael Szot, Joe Atinsky, Zion Szot, Kassye Capener.",,Cristian Ramos,,"Robert Michael Szot,Zion Szot,Joe Atinsky"
It Happened in New York,1935,6.1,"Comedy,Music,Romance",1h 15m , Passed,Alan Crosland,"Jean Dalrymple,Ward Morehouse,Seton I. Miller","Lyle Talbot,Heather Angel,Gertrude Michael"
Fractals,2021,,Sci-Fi,2h 9m,,Eric Norcross,"Jan Major,Eric Norcross","Lana Ayrapetyants,Tim Halvorsen,Avis Zane"
Quantum Love: A Time Travel Story,2023,,Sci-Fi,Quantum Love: A Time Travel Story: Directed by Rich Marin. With Rich Marin.,,Rich Marin,,
The Other Side of the Lake the Purple Girl: Episode IV-the New Visitor,2015,4.4,"Documentary,Sci-Fi",2h,,Erik De La Torre Stahl,,"Maricela Betancourt,Alejandra Aguilera,Astry"
The Astronomer,2012,,Sci-Fi,1h 58m,,London Homer-Wambeam,,"Caleb Bristol,Ken Koschnitzki,Camden Neely"
Tanba Tetsuro no daireikai shindara dounaru,1989,4.8,"Adventure,Sci-Fi",1h 37m,,"Akira Ishida,Tetsurô Tanba","Kana Mizota,Tetsurô Tanba,Isao Ishida","Shin'ichi Chiba,Eburin Burinkuri,Tony Cetera"
My DNA Says I Love You,2007,4.8,"Comedy,Romance,Sci-Fi",1h 35m,,Yun-Chan Lee,"Yao Meng,Yun-Chan Lee","Nan Yu,Peter Ho,Terri Kwan"
U Bored U Die,2023,8.6,"Comedy,Mystery,Sci-Fi",55m,,Gideon Patrick,,"Kieran Patrick,Barb Bohn,Traeger Hatfield"
Armored Trooper VOTOMS: VOTOMS Finder,2010,5.8,"Animation,Action,Drama",40m , TV-MA,Atsushi Shigeta,"Masafumi Nishida,Hajime Yatate,Ryôsuke Takahashi",
Kamen Rider Movie War Full Throttle: Kamen Rider vs. Kamen Rider Drive & Gaim,2014,7.1,"Action,Adventure,Fantasy",1h 33m,,Takayuki Shibasaki,"Riku Sanjyo,Jin Haganeya","Yutaka Kobayashi,Mahiro Takasugi,Gaku Sano"
Travelers,2017,4.2,"Animation,Action,Sci-Fi",1h 3m,,Adam Starks,,"Daniela Loreto,Joshua Copeland,Ryan McCullar"
E.S.P.,1983,7.6,Sci-Fi,1h 36m,,Julian Cole,,"George Deaton,Judith Jordan,Ray Pillow"
Cyber Lady,1998,,Sci-Fi,Cyber Lady: Directed by Yoshihiro Akase.,,Yoshihiro Akase,,
Matt Mercury,2015,6.7,"Comedy,Fantasy,Sci-Fi",1h 5m,,Bill Hughes,"Heidi Hughes,Bill Hughes","Rick Corrigan,Doug Drexler,Shontel Cosby"
Sirens and Screams,2015,6.4,"Crime,Drama,Mystery",1h 20m,,Ivan Peric,,"Katarina Botica,Tino Bandini,Ana Arapovic"
L'électrocuté,1911,4.1,Sci-Fi,L'électrocuté: Directed by Camille de Morlhon. The body of a cook is brought to life by an electrician through the use of electrodes.,,Camille de Morlhon,,
Alien Pandemic,2022,,Sci-Fi,"Alien Pandemic: Directed by Tim Dax. With Jeremiah Benjamin, Karoly Bieganowski, Tim Dax, John O. Nelson.",,Tim Dax,,"Tim Dax,Karoly Bieganowski,Jeremiah Benjamin"
The Monster of Phantom Lake,2006,5.2,"Comedy,Horror,Sci-Fi",1h 37m , Not Rated,Christopher R. Mihm,,"Deanne McDonald,Josh Craig,Leigha Horton"
Tedor Anomaly,2023,,Sci-Fi, , Not Rated,Daniel Frevert,,"Mara Leoni,Davide Pesca,Endrius Guarneri"
The Rising Light,2013,6.9,"Drama,Fantasy,Sci-Fi",52m,,Ansel Faraj,,"Linden Chiles,Kathryn Leigh Scott,Nathan Wilson"
First Jerk on Mars,2016,,"Comedy,Sci-Fi",1h 14m,,Adam Grabarnick,"Sara Laffer,Adam Grabarnick","Justin Klosky,Adam Grabarnick,Jessica Holmes"
"Matt Mercury, Plot of the Galactic Mastermind",2012,6.1,Sci-Fi,1h 30m , Not Rated,Bill Hughes,"Heidi Hughes,Bill Hughes","Curt Clendenin,Rick Corrigan,Eric Bounds"
Oko Boga,2001,7.7,"Drama,Sci-Fi,Thriller",1h 32m,,Piotr Krzywiec,,"Andrzej Beja-Zaborski,Ryszard Dolinski,Iwona Szczesna"
Sentience,2015,,"Fantasy,Horror,Sci-Fi",1h 32m,,Vishnu Seesahai,,"Victoi Sabouret,Irina Abraham,Marcus Anderson Jr."
Missile Monsters,1958,4.2,Sci-Fi,1h 15m , Approved,Fred C. Brannon,,"James Craven,Lois Collier,Walter Reed"
"Vampiro, guerrero de la noche",1993,3.3,"Action,Horror,Sci-Fi",1h 30m,,José Nieto Ramírez,,"Pierroth Jr.,Ian Hodgkinson,Gloria Mayo"
Süper Adam,1971,5.1,"Adventure,Fantasy,Sci-Fi","Süper Adam: Directed by Cavit Yürüklü. With Levent Çakir, Fatma Karanfil, Erol Keskin, Sevda Nur. The adventure of the superman who fights fiercely with a gang that trafficks in white poison.",,Cavit Yürüklü,"Jerry Siegel,Erdogan Tokatli,Joe Shuster","Fatma Karanfil,Erol Keskin,Levent Çakir"
The Planet of the Lesbians,2011,,"Fantasy,Sci-Fi",57m,,Martin B. Monroe,,
Relativity,2017,,"Drama,Sci-Fi",1h 3m,,Josh Kingham,"Matthew Cederblom,Josh Kingham,Samantha Wiles","Teri Austin,Jeremy Crow,Holly Black"
Kessler's Lab,2017,4.6,"Drama,Sci-Fi,Thriller",1h 27m,,Brenda Urquhart,,"Anna Luca Biani,Arlan Godthaab,Jon Karroll"
Time Demon,1996,5.0,"Comedy,Horror,Sci-Fi",1h 30m,,Richard J. Thomson,,"Laurent Dallias,Élodie Chérie,Elisabeth Henriques"
Sanador: The Healer,2019,,"Adventure,Sci-Fi","Sanador: The Healer: Directed by Michael Marcel. With Tessa Munro, Michael Marcel, Mark Hatfield, Roxana Sanchez. A young psychiatrist is haunted by voices and dreams from a suppressed past. With some unwanted help from the supernatural he must reconnect with who and what he is to be freed from that which haunts him.",,Michael Marcel,,"Mark Hatfield,Michael Marcel,Tessa Munro"
Android Re-Enactment,2011,6.3,Sci-Fi,1h 37m,,Darryl Shaw,,"Adam Buller,Sarah Silverthorne,Jeff Sinasac"
A Morning Light,2015,5.5,"Drama,Sci-Fi",1h 22m,,Ian Clark,"Dusty Decker,Ian Clark,Celia Rowlson-Hall","Celia Rowlson-Hall,Austin Will,Zach Weintraub"
Mute Date,2019,4.8,"Comedy,Sci-Fi",1h 21m,,Cody Clarke,,"Cody Clarke,Anna Fikhman,Chloe Castiglioni"
El gran marciano,2001,2.5,"Comedy,Sci-Fi",1h 51m,,Antonio Hernández,"Antonio Prieto,Antonio Hernández","Ismael Beiro,Caridad Antón,Iván Armesto"
The Challenging Ghost,1959,6.8,"Action,Adventure,Mystery",1h 1m,,Shôichi Shimazu,,"Mayumi Fujisato,Yaeko Wakamizu,Fumitake Ômura"
Rock and the Alien,1988,3.9,Sci-Fi,1h 22m,,"Dionysius Zervos,Dino Zervos",,"Tamela Glenn,Gregory Harvey,Henry Coleman"
Soft Matter,2018,3.1,"Comedy,Horror,Sci-Fi",1h 12m,,Jim Hickcox,,"Hal Schneider,Mary Anzalone,Ruby Lee Dove II"
iA,2023,,Sci-Fi,1h 10m,,Marc Recuenco,,"Logann Antuofermo,Héloïse Janjaud"
Mangchi,2003,5.9,"Animation,Action,Adventure",1h 20m , TV-Y7,Tae-geun Ahn,"Jeong-woon Choi,Yeong-man Heo,Cheol-woo Ahn","Jeong-min Bae,Yong-jun Kim,Seo-young Kim"
Atom Nine Adventures,2007,6.6,"Action,Adventure,Sci-Fi","Atom Nine Adventures: Directed by Christopher Farley. With Christopher Farley, Paul Meade, Jennifer Ferguson, Colin Armstrong. In a remote forest, Astrophysicist Dr. Adam Gaines and his homemade robotic assistant Jimbot recover a 3.5 billion year old meteorite containing an alien organism that may hold the secrets to the universe. What they don't realize is that a mysterious terrorist named Gremlo Flugg and his band of ""Fluggmen"" also seek the ancient contents of the meteorite so they can carry out their sinister plans to take over planet earth.",,Christopher Farley,,"Paul Meade,Christopher Farley,Jennifer Ferguson"
Mission Pakal to Mars,2016,7.5,"Comedy,Sci-Fi,Thriller",1h 22m,,Ilhuil Bravo Beltran,,"Blanca Alarcón,Ana C. Aldama Ruiz,Toztli Abril"
Our Friend Power 5,1989,5.3,Sci-Fi,"Our Friend Power 5: Directed by Ho-jin Park. With Seok Lee. A turtle like species crashes to earth after being attack by the shark gang, and with the help of some earthlings, make a giant weapon that will defeated the shark gang.",,Ho-jin Park,,
Den opvakte jomfru,1950,5.0,"Comedy,Drama,Family",1h 40m,,"Lau Lauritzen,Alice O'Fredericks",,"Helge Kjærulff-Schmidt,Lisbeth Movin,Marguerite Viby"
Casa: Perros vs. Aliens,2020,8.0,"Animation,Adventure,Comedy",1h 13m,,Bruno Vega,,"Bruno Vega,David Rico,Guillermo Merino"
The Problem with Honor,2013,8.3,"Drama,Sci-Fi,War",2h 37m , Not Rated,William Craft,,"Lenore Sagaskie,Rick Ford,Greg Sutton"
The X Mas Files,2016,7.8,"Animation,Comedy,Sci-Fi",1h 26m,,Liam Holland,,"Jacob Dudman,Daniel Ferri,C. Martin Croker"
"No Survivors, Please",1964,6.2,"Crime,Sci-Fi",1h 33m,,"Hans Albin,Peter Berneis",,"Robert Cunningham,Maria Perschy,Uwe Friedrichsen"
Impostor Syndrome,2018,,"Comedy,Drama,Sci-Fi",1h 37m,,Jesse Yules,,"Felix Beauchamp,Hana Holubec,Tahlia Zaloski"
The Battle for First Chair Opening Day Dreams PinPin Twenty,2022,,Sci-Fi,1h 10m,,Trailer Tom,,"David Kubicka,Ffej Knar,Ryan Knapton"
Agilem eli fragmentteja Pään elämästä,2018,,Sci-Fi,57m,,Ilkka Levä,"Sami Liuhto,Ilkka Levä","Anne Autiolahti,Marko Gylén,Hannaleena Hauru"
Sons of Steel - directors cut,2010,7.1,"Fantasy,Musical,Sci-Fi",1h 31m,,Gary L. Keady,,
Virt,2022,,"Action,Sci-Fi", , Not Rated,Rich Rule,,"Rick Dutrow,Alex Blair,Brian Stowell"
When Dragons Awake,2021,,"Action,Crime,Fantasy","When Dragons Awake: Directed by J. Stacey Adams. With Sybelle Silverphoenix, Vincent Lyn, Felix Cortes, Angela Lynn Hollis. When science and evolution backfire, the ensuing chaos must be contained.",,J. Stacey Adams,,"Felix Cortes,Vincent Lyn,Sybelle Silverphoenix"
Cotton Mouth,2016,,"Comedy,Sci-Fi",1h,,Niko Savich,"Lila Yanow,Niko Savich,Orson Ossman","Adele Stasilli-Fernandez,Niko Savich,Orson Ossman"
Abby Sen,2015,5.8,"Comedy,Drama,Sci-Fi",2h 8m,,Atanu Ghosh,,"Abir Chatterjee,Paran Banerjee,Raima Sen"
Sergeant Keroro the Super Movie 3: Keroro vs. Keroro Great Sky Duel De Arimasu!,2008,6.5,"Animation,Comedy,Family",1h 52m,,"Jun'ichi Satô,Susumu Yamaguchi","Nobuhiro Kondô,Mine Yoshizaki","Takehito Koyasu,Etsuko Kozakura,Takeshi Kusao"
Au jour d'aujourd'hui,2021,6.1,"Drama,Sci-Fi",1h 7m,,Maxence Stamatiadis,,"Héléna de Laurens,Anne-Marie Lercher,Neïl Beloufa"
King Monster,1976,5.9,"Adventure,Family,Sci-Fi",1h 27m , Not Rated,Richard Martin,,"Basil Bradbury,K.K. Mahajan,Arthur Franz"
Philip K. Dick: The Metz Speech,1977,,"Documentary,Sci-Fi","Philip K. Dick: The Metz Speech: With Philip K. Dick, Joan Simpson. Philip K. Dick, cult writer, deliver a speech called ""If You Find this World Bad, You Should See Some of the Others."" at science fiction convention on 1977 in Metz, France.",,,,"Joan Simpson,Philip K. Dick"
AD Project,2006,4.7,"Horror,Sci-Fi",1h 36m,,Eros Puglielli,"Eros Puglielli,Gabriella Blasi,Cristiano Callegaro","Giovanna Mezzogiorno,Marco Bonini,Giorgio Albertazzi"
Alphamem,2018,,Sci-Fi,1h 30m,,"Jason William Lee,Marc Boily","Marc Boily,Jason William Lee,David Aboussafy","David Aboussafy,Tristan Risk,Natalie Moon"
Dazhe ne dumay! Ten nezavisimosti,2004,3.7,"Adventure,Comedy,Crime",1h 37m,,Ruslan Baltzer,"Ruslan Baltzer,Aleksandra Bolshakova","Aleksey Alekseev,Artyom Tkachenko,Sergey Mukhin"
Lusty Transparent Man,1978,6.6,"Comedy,Sci-Fi",1h 5m,,Isao Hayashi,"Akira Nakano,Chiho Katsura","Izumi Shima,Erina Miyai,Maria Mari"
Teomineiteowa hyeongsa gompaeng-i,1992,4.5,"Action,Comedy,Fantasy",1h 22m,,Bae Hae-Seong,,
Stolen Life,2007,7.0,"Animation,Mystery,Sci-Fi",1h 20m,,Jackie Turnure,,"Claudia Black,Marty Murphy,Chris Jones"
Rasuto Furankenshutain,1991,5.9,"Drama,Horror,Sci-Fi",1h 58m,,Takeshi Kawamura,,"Yoshio Harada,Akira Emoto,Juro Kara"
Wastelander-Alternate Edit,2017,,"Action,Adventure,Mystery",1h 28m,,Angelo Lopes,,"Brendan Guy Murphy,Jon Proudstar,Carol Cardenas"
Paranormal Chasers Legend of the Black Cross,2015,,Sci-Fi,"Paranormal Chasers Legend of the Black Cross: Directed by Kevin R. Sexton. With Jeff Burr, Santiago Cirilo, Matthew Broadrick, Mark Hannah. Dalton, GA is the battleground for good vs. evil in this third installment in the Paranormal Chasers saga. Dread Drake and his coven have come to wreak havoc on this sleepy little town and the only thing standing between him and his goal is the Paranormal Chasers team.",,Kevin R. Sexton,,"Matthew Broadrick,Santiago Cirilo,Jeff Burr"
Centurion Force,1998,3.4,Sci-Fi,1h 26m,,Troy Cook,,"John Savage,Jennifer Barker,Shaun T. Benjamin"
Waking Up,2010,6.6,"Drama,Romance,Sci-Fi",1h 43m , Not Rated,Jørgen Pedersen,"Jonathan Anders,Jørgen Pedersen","Jeremy Curran,John Paul Wood,Amy Burke"
J Loop,2023,,Sci-Fi,1h 39m,,Andrea Zamburlin,,"Diego Riccobene,Greta Malengo,Emanuele Casati"
Crop Circles: 2010 Update - The Wake Up Call,2010,5.3,"Documentary,Adventure,Sci-Fi",58m , PG,Patty Greer,,"Palden Jenkins,Simon Peter Fuller,Patricia Cori"
Twin Reflex,2014,8.1,"Mystery,Sci-Fi,Thriller",1h 37m,,David Altrogge,"Shepherd Ahlers,Jack Culbertson,David Altrogge","Hank Fodor,Jack Culbertson,Emily Brooks"
Uchuujin from Outer Space,2007,5.4,"Comedy,Sci-Fi",2h 45m,,Danny Mann Jr.,,"Tony Alsamas,Alexis Avvento,Alex Barclay"
